PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586222_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586222_peak_47853	chrX	27905838	27905838	+	9.62967	NA	Intergenic	Intergenic	41047	NM_001109969.2	Gm10058	NM_001109969			Gm10058			
SRR21586222_peak_14783	chr14	67951813	67951813	+	9.62967	NA	intron (XR_874750.3, intron 2 of 2)	-intron (XR_874750.3, intron 2 of 2)	3653	XR_874750.3	Gm41188	XR_874750			Gm41188			
SRR21586222_peak_6562	chr11	32008371	32008371	+	9.62967	NA	intron (XM_030245647.1, intron 3 of 5)	-intron (NM_001290680.1, intron 2 of 4)	7094	NM_001290681.1	Nsg2	XM_030245647			Nsg2			
SRR21586222_peak_2663	chr1	164275741	164275741	+	9.62967	NA	exon (NM_029115.3, exon 1 of 6)	-exon (NM_029115.3, exon 1 of 6)	143	NM_029115.3	Ccdc181	NM_029115			Ccdc181			
SRR21586222_peak_25046a	chr2	30415473	30415473	+	9.62967	NA	promoter-TSS (NM_001362733.1)	-promoter-TSS (NM_001362733.1)	3	XM_030247065.1	Crat	XM_030247071			Crat			
SRR21586222_peak_31776	chr4	88668442	88668442	+	9.62967	NA	Intergenic	Intergenic	8414	NM_206867.1	Ifna16	NM_206867			Ifna16			
SRR21586222_peak_41692	chr7	116574804	116574804	+	9.62967	NA	Intergenic	Intergenic	23700	Gm9197	Gm9197	Gm9197			Gm9197			NA
SRR21586222_peak_11238	chr13	9548053	9548053	+	9.62967	NA	intron (XM_006516475.4, intron 5 of 36)	-intron (NM_001081426.2, intron 5 of 36)	-126478	XR_873120.3	Gm36423	XR_873121			Gm36423			
SRR21586222_peak_33854	chr5	6611295	6611295	+	9.62967	NA	Intergenic	Intergenic	138153	Gm5714	Gm5714	Gm5714			Gm5714			NA
SRR21586222_peak_32102	chr4	111935952	111935952	+	9.62967	NA	intron (XM_017320338.1, intron 2 of 5)	-intron (NM_001100466.1, intron 3 of 6)	7466	XM_017320339.1	Skint8	XM_017320338			Skint8			
SRR21586222_peak_45453b	chr9	30597645	30597645	+	9.62967	NA	Intergenic	Intergenic	84705	Rps2-ps12	Rps2-ps12	Rps2-ps12			Rps2-ps12			NA
SRR21586222_peak_3784	chr10	29288642	29288642	+	9.62967	NA	intron (XR_871565.1, intron 1 of 1)	-intron (XR_871565.1, intron 1 of 1)	1855	XR_871565.1	Gm40620	XR_871565			Gm40620			
SRR21586222_peak_21488	chr17	89840015	89840015	+	9.62967	NA	Intergenic	Intergenic	70432	Gm10184	Gm10184	Gm10184			Gm10184			NA
SRR21586222_peak_12762	chr13	84348167	84348167	+	9.62967	NA	exon (XR_873707.3, exon 1 of 2)	-exon (XR_873707.3, exon 1 of 2)	4274	XR_873707.3	Gm41011	XR_873707			Gm41011			
SRR21586222_peak_48897	chrX	153233385	153233385	+	9.62967	NA	intron (XM_017318503.1, intron 1 of 7)	-intron (XM_017318503.1, intron 1 of 7)	-4037	XM_017318504.1	Klf8	XM_011247821			Klf8			
SRR21586222_peak_1090a	chr1	70208984	70208984	+	9.62967	NA	intron (NM_029160.3, intron 11 of 16)	-intron (NM_025728.4, intron 2 of 7)	-253855	XR_003949313.1	Gm23879	XR_003949313			Gm23879			
SRR21586222_peak_6797	chr11	49824974	49824974	+	9.62673	NA	exon (XR_003949545.1, exon 3 of 4)	-exon (XR_003949545.1, exon 3 of 4)	1835	XR_388617.3	Gm36507	XR_388617			Gm36507			
SRR21586222_peak_23181b	chr19	4625840	4625840	+	9.62673	NA	promoter-TSS (NM_001368712.1)	-promoter-TSS (NM_001368712.1)	-195	NR_160883.1	Rce1	NM_001368714			Rce1			
SRR21586222_peak_46226	chr9	64220150	64220150	+	9.62423	NA	intron (NM_008927.4, intron 1 of 10)	-intron (NM_008927.4, intron 1 of 10)	-15051	NM_033607.1	Uchl4	NM_033607			Uchl4			
SRR21586222_peak_18600b	chr16	42575549	42575549	+	9.62383	NA	Intergenic	Intergenic	77091	XR_384857.3	Gm29960	XR_384857			Gm29960			
SRR21586222_peak_10850	chr12	104761661	104761661	+	9.62337	NA	Intergenic	Intergenic	-9693	XM_006515611.4	Dicer1	XM_017314999			Dicer1			
SRR21586222_peak_30207a	chr3	137780291	137780291	+	9.62266	NA	Intergenic	Intergenic	3324	NR_105801.1	Mir6380	NR_105801			Mir6380			
SRR21586222_peak_8987	chr11	117832411	117832411	+	9.62266	NA	exon (NM_001363158.1, exon 1 of 8)	-exon (NM_001363158.1, exon 1 of 8)	107	XM_011249269.1	Afmid	XM_006534249			Afmid			
SRR21586222_peak_24932	chr2	27514949	27514949	+	9.62266	NA	promoter-TSS (NM_080848.2)	-promoter-TSS (NM_080848.2)	-198	NM_080848.2	Wdr5	XM_006497672			Wdr5			
SRR21586222_peak_9339	chr12	16009378	16009378	+	9.62266	NA	intron (XR_872507.1, intron 1 of 7)	-intron (XR_872505.1, intron 2 of 8)	6148	XR_872507.1	Gm36235	XR_872508			Gm36235			
SRR21586222_peak_19528b	chr17	15021895	15021895	+	9.62157	NA	TTS (XR_003952067.1)	-TTS (XR_003952067.1)	2650	NR_169102.1	Gm52298	NR_169104			Gm52298			
SRR21586222_peak_32869a	chr4	133967579	133967579	+	9.62105	NA	intron (NM_016957.3, intron 1 of 5)	-intron (NM_016957.3, intron 1 of 5)	412	NM_016957.3	Hmgn2	NM_016957			Hmgn2			
SRR21586222_peak_22976a	chr18	80200575	80200575	+	9.62072	NA	promoter-TSS (NM_199197.1)	-promoter-TSS (NM_199197.1)	44	NM_199197.1	Rbfa	NM_199197			Rbfa			
SRR21586222_peak_40053	chr7	28991047	28991047	+	9.62072	NA	intron (XM_017322280.1, intron 15 of 32)	-intron (NM_001355054.1, intron 15 of 31)	8193	NM_008279.2	Map4k1	NM_008279			Map4k1			
SRR21586222_peak_6118c	chr11	13616449	13616449	+	9.62072	NA	Intergenic	Intergenic	339283	XR_381054.1	Gm30770	XR_381054			Gm30770			
SRR21586222_peak_47789	chrX	20771747	20771747	+	9.62072	NA	Intergenic	Intergenic	-3714	XR_001782779.1	Gm39500	XR_001782779			Gm39500			
SRR21586222_peak_2162	chr1	135108893	135108893	+	9.62072	NA	intron (NR_153383.1, intron 36 of 36)	-intron (NR_153383.1, intron 36 of 36)	-3519	XM_017321280.2	Lgr6	XM_006529714			Lgr6			
SRR21586222_peak_25901	chr2	83644626	83644626	+	9.62072	NA	promoter-TSS (NM_026934.3)	-promoter-TSS (NM_026934.3)	48	NM_026934.3	Zc3h15	NM_026934			Zc3h15			
SRR21586222_peak_22807a	chr18	73815388	73815388	+	9.62072	NA	promoter-TSS (NM_145494.3)	-promoter-TSS (NM_145494.3)	5	XM_006525496.4	Me2	NR_157387			Me2			
SRR21586222_peak_42906	chr8	33222991	33222991	+	9.62072	NA	Intergenic	Intergenic	-30659	Gm6877	Gm6877	Gm6877			Gm6877			NA
SRR21586222_peak_48188b	chrX	73798309	73798309	+	9.61875	NA	intron (NM_001290540.1, intron 1 of 5)	-intron (NM_001029868.2, intron 3 of 7)	-11108	XR_003953171.1	Gm23615	XR_003953171			Gm23615			
SRR21586222_peak_43923	chr8	84998007	84998007	+	9.61875	NA	exon (NM_001167991.3, exon 15 of 22)	-exon (NM_001167991.3, exon 15 of 22)	2051	XM_030243328.1	Hook2	NM_133255			Hook2			
SRR21586222_peak_42707b	chr8	22185989	22185989	+	9.61875	NA	promoter-TSS (NM_001004140.2)	-promoter-TSS (NM_001004140.2)	-39	XR_378798.3	Gm29878	XR_378798			Gm29878			
SRR21586222_peak_31673	chr4	83344036	83344036	+	9.61875	NA	Intergenic	Intergenic	-19727	XM_006538241.4	Ttc39b	XM_006538239			Ttc39b			
SRR21586222_peak_1978b	chr1	131138438	131138438	+	9.61815	NA	promoter-TSS (NM_145508.2)	-promoter-TSS (NM_145508.2)	-204	NM_145508.2	Dyrk3	XM_006529427			Dyrk3			
SRR21586222_peak_19768	chr17	24724618	24724618	+	9.61611	NA	promoter-TSS (NM_026684.3)	-promoter-TSS (NM_026684.3)	-195	NM_026684.3	Ndufb10	NM_026684			Ndufb10			
SRR21586222_peak_26601c	chr2	128272948	128272948	+	9.61611	NA	Intergenic	Intergenic	82942	XR_374965.3	Gm14009	XR_374965			Gm14009			
SRR21586222_peak_30083	chr3	129634607	129634607	+	9.61372	NA	exon (NM_130450.2, exon 5 of 5)	-exon (NM_130450.2, exon 5 of 5)	90479	NM_001310737.1	Egf	XM_011240011			Egf			
SRR21586222_peak_23730	chr19	27601786	27601786	+	9.61372	NA	Intergenic	Intergenic	66708	XR_001782643.1	Gm35697	XR_001782643			Gm35697			
SRR21586222_peak_37693	chr6	67158946	67158946	+	9.61372	NA	exon (XR_001785270.1, exon 1 of 3)	-exon (XR_001785270.1, exon 1 of 3)	1145	XR_001785271.1	A430010J10Rik	XR_001785270			A430010J10Rik			
SRR21586222_peak_8976b	chr11	117654670	117654670	+	9.61372	NA	exon (NM_198022.2, exon 1 of 22)	-exon (NM_198022.2, exon 1 of 22)	381	NM_198022.2	Tnrc6c	XM_006533111			Tnrc6c			
SRR21586222_peak_46621g	chr9	80958178	80958178	+	9.60936	NA	Intergenic	Intergenic	8235	XR_379655.1	Gm35397	XR_379654			Gm35397			
SRR21586222_peak_2445a	chr1	153078007	153078007	+	9.60936	NA	intron (XR_387163.4, intron 4 of 11)	-intron (NM_175460.3, intron 4 of 10)	55489	Gm17964	Gm17964	Gm17964			Gm17964			NA
SRR21586222_peak_33513	chr4	148711753	148711753	+	9.60903	NA	Intergenic	Intergenic	35642	XR_390956.2	Gm32897	XR_389875			Gm32897			
SRR21586222_peak_27435c	chr2	165970263	165970263	+	9.60583	NA	Intergenic	Intergenic	10478	Gm11462	Gm11462	Gm11462			Gm11462			NA
SRR21586222_peak_24232	chr19	47178257	47178257	+	9.60579	NA	promoter-TSS (NM_021360.4)	-promoter-TSS (NM_021360.4)	-563	NM_021360.4	Neurl1a	NM_001163480			Neurl1a			
SRR21586222_peak_48444	chrX	100802252	100802252	+	9.60579	NA	intron (XR_001782754.2, intron 11 of 19)	-intron (NM_001177778.2, intron 11 of 19)	7332	XM_006528127.4	Dlg3	XM_006528123			Dlg3			
SRR21586222_peak_29811a	chr3	107986387	107986387	+	9.60579	NA	promoter-TSS (NM_008183.4)	-promoter-TSS (NM_008183.4)	33	NM_008183.4	Gstm2	NM_008183			Gstm2			
SRR21586222_peak_19745	chr17	24463787	24463787	+	9.60579	NA	intron (XR_876675.3, intron 2 of 2)	-intron (XR_876674.3, intron 2 of 2)	6454	XR_876673.3	4833447I15Rik	XR_876675			4833447I15Rik			
SRR21586222_peak_14494	chr14	55585454	55585454	+	9.60579	NA	promoter-TSS (NM_033146.1)	-promoter-TSS (NM_033146.1)	-79	XR_874375.3	Emc9	XM_006519739			Emc9			
SRR21586222_peak_27370b	chr2	164140543	164140543	+	9.60579	NA	intron (XM_030251913.1, intron 11 of 11)	-intron (NM_021420.4, intron 10 of 10)	-28072	XR_003954083.1	LOC115486434	XR_003954084			LOC115486434			
SRR21586222_peak_18103b	chr16	21423329	21423329	+	9.60579	NA	promoter-TSS (XM_006521954.3)	-promoter-TSS (XM_006521954.3)	69	XM_006521954.3	Vps8	XM_006521955			Vps8			
SRR21586222_peak_42034	chr7	130945117	130945117	+	9.60425	NA	intron (NM_019564.3, intron 1 of 8)	-intron (NM_019564.3, intron 1 of 8)	8914	NM_019564.3	Htra1	NM_019564			Htra1			
SRR21586222_peak_23147b	chr19	4046957	4046957	+	9.60425	NA	Intergenic	Intergenic	-4736	NM_181796.2_2	Gstp2	NM_181796			Gstp2			
SRR21586222_peak_32263	chr4	119008626	119008626	+	9.60425	NA	Intergenic	Intergenic	-10589	XR_868060.2	Gm12865	XR_868061			Gm12865			
SRR21586222_peak_5793a	chr11	3184670	3184670	+	9.59874	NA	intron (XR_872210.3, intron 6 of 31)	-intron (NM_001363222.1, intron 6 of 28)	8933	NM_030207.3	Sfi1	XM_030246434			Sfi1			
SRR21586222_peak_39313a	chr7	3347368	3347368	+	9.59633	NA	intron (XM_030243125.1, intron 3 of 4)	-intron (NM_133189.5_2, intron 4 of 5)	14013	XM_030243123.1	Cacng7	XM_030243125			Cacng7			
SRR21586222_peak_37570c	chr6	56715320	56715320	+	9.5941	NA	intron (XM_006506790.3, intron 1 of 15)	-intron (NM_030235.1, intron 1 of 15)	415	NM_030235.1	Avl9	NM_030235			Avl9			
SRR21586222_peak_8980b	chr11	117780895	117780895	+	9.5941	NA	promoter-TSS (NM_145439.3)	-promoter-TSS (NM_145439.3)	-76	XM_006533120.3	Tmc6	XR_003949405			Tmc6			
SRR21586222_peak_11680	chr13	34874423	34874423	+	9.5941	NA	promoter-TSS (XM_006516582.4)	-promoter-TSS (XM_006516582.4)	-397	XM_017315432.2	Prpf4b	XM_017315440			Prpf4b			
SRR21586222_peak_39168	chr6	144454624	144454624	+	9.5941	NA	intron (XM_011241582.2, intron 3 of 16)	-intron (XM_011241577.2, intron 3 of 17)	-218244	NR_040519.1_2	Sox5os3	NR_040519.1_2			Sox5os3			
SRR21586222_peak_2951b	chr1	179518312	179518312	+	9.5941	NA	promoter-TSS (NM_027188.4)	-promoter-TSS (NM_027188.4)	-259	XM_011238864.2	Smyd3	NM_027188			Smyd3			
SRR21586222_peak_48859b	chrX	151520986	151520986	+	9.5941	NA	promoter-TSS (XM_006528877.4)	-promoter-TSS (XM_006528877.4)	314	XM_006528879.4	Phf8	XM_006528880			Phf8			
SRR21586222_peak_26173b	chr2	103761190	103761190	+	9.59091	NA	promoter-TSS (NM_153126.3)	-promoter-TSS (NM_153126.3)	80	NM_153126.3	Nat10	XR_374547			Nat10			
SRR21586222_peak_18281	chr16	30572409	30572409	+	9.59091	NA	intron (XR_003951780.1, intron 7 of 13)	-intron (NM_178069.5, intron 7 of 13)	15180	NM_178069.5	Lsg1	XR_003951780			Lsg1			
SRR21586222_peak_46892	chr9	101041566	101041566	+	9.59091	NA	Intergenic	Intergenic	-6626	XM_006511370.2	Pccb	XM_006511370			Pccb			
SRR21586222_peak_12170	chr13	58955020	58955020	+	9.59091	NA	intron (XM_030247188.1, intron 12 of 13)	-intron (NM_001025074.2, intron 12 of 17)	118694	NR_168904.1	Gm53063	NR_168904			Gm53063			
SRR21586222_peak_2802a	chr1	171345526	171345526	+	9.59091	NA	promoter-TSS (NM_001360824.1)	-promoter-TSS (NM_001360824.1)	119	NM_001242580.1	Nit1	NM_012049			Nit1			
SRR21586222_peak_14855e	chr14	72916731	72916731	+	9.59091	NA	Intergenic	Intergenic	-46934	XR_874817.2	Gm41207	XR_874817			Gm41207			
SRR21586222_peak_18725	chr16	50529097	50529097	+	9.59091	NA	intron (NR_040379.1, intron 1 of 5)	-intron (NR_040379.1, intron 1 of 5)	595	NR_040379.1	G730013B05Rik	NR_040380			G730013B05Rik			
SRR21586222_peak_3310	chr10	4347148	4347148	+	9.59091	NA	intron (NM_031185.3, intron 2 of 3)	-intron (NM_031185.3, intron 2 of 3)	-36438	XR_003948988.1	Gm40592	XR_003948988			Gm40592			
SRR21586222_peak_5728	chr10	128605183	128605183	+	9.58747	NA	Intergenic	Intergenic	-10218	Gm9182	Gm9182	Gm9182			Gm9182			NA
SRR21586222_peak_8120a	chr11	95105735	95105735	+	9.58747	NA	Intergenic	Intergenic	-14382	NM_010055.4	Dlx3	NM_010055			Dlx3			
SRR21586222_peak_44600	chr8	117244798	117244798	+	9.58587	NA	Intergenic	Intergenic	-12221	NM_001163262.1	Cmip	NM_028941			Cmip			
SRR21586222_peak_13456	chr14	7808603	7808603	+	9.58587	NA	Intergenic	Intergenic	7412	Gm8396	Gm8396	Gm8396			Gm8396			NA
SRR21586222_peak_991a	chr1	63176550	63176550	+	9.5828	NA	promoter-TSS (NM_018796.3)	-promoter-TSS (NM_018796.3)	147	XM_006495952.4	Ndufs1	NM_145518			Ndufs1			
SRR21586222_peak_32872	chr4	134007050	134007050	+	9.5828	NA	intron (XM_011250361.3, intron 3 of 3)	-intron (NM_145833.1, intron 3 of 3)	-6093	XM_030253723.1	Dhdds	XM_030253723			Dhdds			
SRR21586222_peak_42665b	chr8	20331273	20331273	+	9.58059	NA	Intergenic	Intergenic	31929	NM_001177408.1	Gm15319	NM_001177408			Gm15319			
SRR21586222_peak_45849	chr9	49110740	49110740	+	9.57992	NA	intron (XR_001779076.1, intron 6 of 12)	-intron (NM_001359460.1, intron 6 of 12)	7961	NM_030709.2	Tmprss5	XM_006510708			Tmprss5			
SRR21586222_peak_46659b	chr9	84503439	84503439	+	9.57992	NA	Intergenic	Intergenic	-78702	XR_870968.1	Gm39388	XR_870970			Gm39388			
SRR21586222_peak_2804b	chr1	171361443	171361443	+	9.57992	NA	promoter-TSS (NM_001033039.2)	-promoter-TSS (NM_001033039.2)	-645	NM_001033039.2	Klhdc9	NM_001033039			Klhdc9			
SRR21586222_peak_11545b	chr13	23698331	23698331	+	9.57992	NA	exon (NM_178208.2, exon 1 of 1)	-exon (NM_178208.2, exon 1 of 1)	127	NM_178208.2	H4c3	NM_178208			H4c3			
SRR21586222_peak_48384b	chrX	94122854	94122854	+	9.57992	NA	promoter-TSS (XM_011247578.3)	-promoter-TSS (XM_011247578.3)	-205	XM_030251310.1	Zfx	NM_011768			Zfx			
SRR21586222_peak_32674a	chr4	130662754	130662754	+	9.57826	NA	promoter-TSS (NM_001159603.2_3)	-promoter-TSS (NM_001159603.2_3)	-484	XM_006539295.4	Pum1	NM_001159606.2_2			Pum1			
SRR21586222_peak_20550a	chr17	45626588	45626588	+	9.57588	NA	intron (XR_003952231.1, intron 1 of 2)	-intron (XR_003952231.1, intron 1 of 2)	363	XR_003952231.1	Gm52283	XR_003952231			Gm52283			
SRR21586222_peak_29993	chr3	122475955	122475955	+	9.57588	NA	TTS (XR_376033.3)	-TTS (XR_376033.3)	4272	XR_376033.3	Gm34349	XR_376033			Gm34349			
SRR21586222_peak_31447a	chr4	59962834	59962834	+	9.57588	NA	Intergenic	Intergenic	-2167	NM_008648.2_2	Mup4	NM_008648.2_2			Mup4			
SRR21586222_peak_3162	chr1	189755158	189755158	+	9.57475	NA	intron (XM_006497134.3, intron 1 of 17)	-intron (NM_008976.2, intron 1 of 18)	-7418	XM_006497131.4	Ptpn14	XM_006497134			Ptpn14			
SRR21586222_peak_45835b	chr9	48480566	48480566	+	9.57475	NA	promoter-TSS (NM_001357501.2)	-promoter-TSS (NM_001357501.2)	45	NM_024233.4	Rexo2	NM_001357503			Rexo2			
SRR21586222_peak_1469	chr1	88924418	88924418	+	9.57475	NA	Intergenic	Intergenic	-7826	Gm4753	Gm4753	Gm4753			Gm4753			NA
SRR21586222_peak_18816	chr16	57606734	57606734	+	9.57475	NA	exon (NM_025599.3, exon 1 of 10)	-exon (NM_025599.3, exon 1 of 10)	133	NM_025599.3	Cmss1	XM_017317115			Cmss1			
SRR21586222_peak_21202	chr17	79615392	79615392	+	9.57475	NA	promoter-TSS (XM_006524496.4)	-promoter-TSS (XM_006524496.4)	175	NM_001368313.1	Rmdn2	XM_030249873			Rmdn2			
SRR21586222_peak_10332b	chr12	78226432	78226432	+	9.57475	NA	promoter-TSS (NM_145965.2)	-promoter-TSS (NM_145965.2)	-223	NM_145965.2	Gphn	XM_006515905			Gphn			
SRR21586222_peak_37460b	chr6	49367836	49367836	+	9.57475	NA	promoter-TSS (NM_001172216.1)	-promoter-TSS (NM_001172216.1)	92	XM_011241294.3	Fam221a	NM_172727			Fam221a			
SRR21586222_peak_10203	chr12	72594147	72594147	+	9.57475	NA	Intergenic	Intergenic	-26590	Ly6e-ps1	Ly6e-ps1	Ly6e-ps1			Ly6e-ps1			NA
SRR21586222_peak_353	chr1	25182098	25182098	+	9.57475	NA	intron (XM_017319555.2, intron 17 of 28)	-intron (NM_175642.4, intron 19 of 30)	95856	NM_001204913.1	Gm20172	NM_001204913			Gm20172			
SRR21586222_peak_14562	chr14	57732779	57732779	+	9.57475	NA	intron (XM_006519225.3, intron 2 of 2)	-intron (NM_015771.2, intron 2 of 7)	1639	NM_153382.1	Lats2	XM_006519224			Lats2			
SRR21586222_peak_22622	chr18	62977986	62977986	+	9.57475	NA	promoter-TSS (NM_028017.1)	-promoter-TSS (NM_028017.1)	70	NM_028017.1	Napg	XM_011246807			Napg			
SRR21586222_peak_22417a	chr18	46317177	46317177	+	9.57475	NA	Intergenic	Intergenic	-5227	XM_011246924.3	Ccdc112	XM_011246924			Ccdc112			
SRR21586222_peak_11823	chr13	43560371	43560371	+	9.57475	NA	promoter-TSS (NM_001081059.3)	-promoter-TSS (NM_001081059.3)	-27	XR_001780828.2	Mcur1	XM_006516983			Mcur1			
SRR21586222_peak_34557a	chr5	45857376	45857376	+	9.57475	NA	promoter-TSS (NM_001359872.1)	-promoter-TSS (NM_001359872.1)	118	XM_030254336.1	Lcorl	XM_030254340			Lcorl			
SRR21586222_peak_11961	chr13	49341427	49341427	+	9.57475	NA	promoter-TSS (NM_001039179.2)	-promoter-TSS (NM_001039179.2)	-122	NM_001039180.2	Bicd2	XM_011244429			Bicd2			
SRR21586222_peak_18928d	chr16	73736744	73736744	+	9.57475	NA	Intergenic	Intergenic	-132690	Gm18168	Gm18168	Gm18168			Gm18168			NA
SRR21586222_peak_48368a	chrX	90775466	90775466	+	9.57475	NA	Intergenic	Intergenic	-30232	Gm6977	Gm6977	Gm6977			Gm6977			NA
SRR21586222_peak_34095a	chr5	23755746	23755746	+	9.57438	NA	intron (XR_880846.2, intron 8 of 16)	-intron (NM_001289780.1, intron 8 of 16)	23917	NM_001289781.1	Pus7	XM_030254910			Pus7			
SRR21586222_peak_4721	chr10	78047457	78047457	+	9.56825	NA	intron (NM_001081695.2, intron 2 of 13)	-intron (NM_001081695.2, intron 2 of 13)	-2385	NM_019448.4	Dnmt3l	NM_019448			Dnmt3l			
SRR21586222_peak_25335b	chr2	39065659	39065659	+	9.5657	NA	promoter-TSS (NM_001290649.1)	-promoter-TSS (NM_001290649.1)	-108	XR_001783203.2	Golga1	NM_001290649			Golga1			
SRR21586222_peak_5883	chr11	5021314	5021314	+	9.5657	NA	intron (XM_030245489.1, intron 8 of 21)	-intron (NM_001243043.1, intron 7 of 22)	-16897	XR_003949951.1	LOC115487911	XR_003949951			LOC115487911			
SRR21586222_peak_34581c	chr5	50319100	50319100	+	9.5657	NA	Intergenic	Intergenic	20913	Gm7205	Gm7205	Gm7205			Gm7205			NA
SRR21586222_peak_17554a	chr16	3872357	3872357	+	9.5657	NA	promoter-TSS (NM_001033159.2)	-promoter-TSS (NM_001033159.2)	17	NM_001033159.2	Zfp597	XM_006522576			Zfp597			
SRR21586222_peak_9152	chr12	3102072	3102072	+	9.5657	NA	Intergenic	Intergenic	-46864	Gm48310	Gm48310	Gm48310			Gm48310			NA
SRR21586222_peak_22778	chr18	69796177	69796177	+	9.5657	NA	promoter-TSS (XR_003952575.1)	-promoter-TSS (XR_003952575.1)	-426	XR_003952575.1	Gm31564	XR_003952575			Gm31564			
SRR21586222_peak_12684c	chr13	74808525	74808525	+	9.5657	NA	promoter-TSS (NM_009817.4)	-promoter-TSS (NM_009817.4)	235	NM_001301153.1	Cast	XM_011244466			Cast			
SRR21586222_peak_10775b	chr12	101056318	101056318	+	9.5657	NA	intron (XR_003950076.1, intron 4 of 15)	-intron (NM_001160214.1, intron 4 of 14)	-26133	NR_038049.1	D130020L05Rik	NR_038048			D130020L05Rik			
SRR21586222_peak_36191b	chr5	134007499	134007499	+	9.5657	NA	Intergenic	Intergenic	-43331	XR_868579.2	Gm40340	XR_868579			Gm40340			
SRR21586222_peak_7295	chr11	67345942	67345942	+	9.5657	NA	intron (NM_001081250.2, intron 16 of 38)	-intron (NM_001081250.2, intron 16 of 38)	4510	XR_879955.3	Gm40029	XR_879955			Gm40029			
SRR21586222_peak_34581b	chr5	50318737	50318737	+	9.5657	NA	Intergenic	Intergenic	20550	Gm7205	Gm7205	Gm7205			Gm7205			NA
SRR21586222_peak_38536b	chr6	117087724	117087724	+	9.56487	NA	Intergenic	Intergenic	63754	XR_377986.1	2810048H02Rik	XR_377984			2810048H02Rik			
SRR21586222_peak_15056	chr14	84690947	84690947	+	9.56487	NA	Intergenic	Intergenic	68137	Gm7004	Gm7004	Gm7004			Gm7004			NA
SRR21586222_peak_43507	chr8	70433307	70433307	+	9.56487	NA	intron (XM_011242314.3, intron 1 of 8)	-intron (NM_001004062.2, intron 1 of 13)	6186	XM_011242313.3	Crtc1	XM_006509700			Crtc1			
SRR21586222_peak_31561	chr4	72160468	72160468	+	9.56487	NA	intron (XM_030253403.1, intron 4 of 16)	-intron (XM_030253403.1, intron 4 of 16)	38798	XM_017320110.2	Tle1	XM_006537761			Tle1			
SRR21586222_peak_13046	chr13	100015744	100015744	+	9.56487	NA	promoter-TSS (NM_030026.2)	-promoter-TSS (NM_030026.2)	-105	NM_030026.2	Mccc2	NM_030026			Mccc2			
SRR21586222_peak_21275	chr17	83350716	83350716	+	9.56487	NA	promoter-TSS (NM_001114361.1)	-promoter-TSS (NM_001114361.1)	-214	XM_006525157.3	Eml4	XM_006525162			Eml4			
SRR21586222_peak_36798b	chr5_GL456354_random	133843	133843	+	9.56487	NA	Intergenic	Intergenic	-22937	XM_977084.4	LOC665290	XM_977084			LOC665290			
SRR21586222_peak_12559	chr13	67500431	67500431	+	9.56487	NA	promoter-TSS (NM_001007575.2)	-promoter-TSS (NM_001007575.2)	91	NM_001007575.2	Zfp58	NM_001007575			Zfp58			
SRR21586222_peak_39684b	chr7	19272097	19272097	+	9.56219	NA	promoter-TSS (NM_001282021.1)	-promoter-TSS (NM_001282021.1)	-243	NM_001282022.1	Vasp	NR_104069			Vasp			
SRR21586222_peak_25603b	chr2	65421705	65421705	+	9.56193	NA	Intergenic	Intergenic	-6350	XR_374587.2	Gm34739	XR_374587			Gm34739			
SRR21586222_peak_14614b	chr14	60765055	60765055	+	9.56142	NA	TTS (NM_001033272.2)	-TTS (NM_001033272.2)	2988	XR_383477.4	Gm34997	XR_383477			Gm34997			
SRR21586222_peak_14614a	chr14	60764781	60764781	+	9.56142	NA	TTS (NM_001033272.2)	-TTS (NM_001033272.2)	3262	XR_383477.4	Gm34997	XR_383477			Gm34997			
SRR21586222_peak_21056	chr17	70737637	70737637	+	9.56142	NA	intron (XM_030249741.1, intron 5 of 10)	-intron (NM_001128180.1, intron 4 of 9)	-19960	XR_003952404.1	Gm36746	XR_003952404			Gm36746			
SRR21586222_peak_8016	chr11	88620436	88620436	+	9.56121	NA	intron (NR_131025.1_2, intron 1 of 2)	-intron (NM_001363194.1_2, intron 5 of 14)	1185	NR_131025.1_2	0610039H22Rik	NR_131025.1_2			0610039H22Rik			
SRR21586222_peak_43708	chr8	77538551	77538551	+	9.55984	NA	Intergenic	Intergenic	-10837	XM_030243216.1	Prmt9	NM_001363465			Prmt9			
SRR21586222_peak_7555	chr11	75148075	75148075	+	9.55984	NA	intron (XM_030245450.1, intron 7 of 10)	-intron (NM_001002764.2, intron 15 of 18)	-16293	XR_003949714.1	Gm51907	XR_003949714			Gm51907			
SRR21586222_peak_48099c	chrX	61258634	61258634	+	9.55984	NA	Intergenic	Intergenic	-29560	NM_001362886.1	Gm4988	NM_001362886			Gm4988			
SRR21586222_peak_18717a	chr16	50364439	50364439	+	9.55984	NA	promoter-TSS (XM_006522554.4)	-promoter-TSS (XM_006522554.4)	92	XM_011246006.3	Bbx	XM_006522545			Bbx			
