PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586220_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586220_peak_11519b	chr13	64996809	64996809	+	5.82871	NA	Intergenic	Intergenic	-2024	Gm6888	Gm6888	Gm6888			Gm6888			NA
SRR21586220_peak_4274	chr10	76301842	76301842	+	5.82871	NA	intron (XR_001779571.2, intron 9 of 25)	-intron (NM_001081419.2, intron 9 of 37)	43438	XM_030245208.1	Dip2a	XM_006513941			Dip2a			
SRR21586220_peak_26894	chr3	66071726	66071726	+	5.82871	NA	intron (XM_006502143.4, intron 11 of 12)	-intron (NM_145820.3, intron 12 of 13)	16535	Gm26442	Gm26442	Gm26442			Gm26442			NA
SRR21586220_peak_35101	chr6	51362918	51362918	+	5.82871	NA	Intergenic	Intergenic	-16792	NR_110455.1	Gm6559	NR_110455			Gm6559			
SRR21586220_peak_10602	chr13	17532047	17532047	+	5.82871	NA	intron (XM_011244290.3, intron 8 of 13)	-intron (NM_138654.3, intron 8 of 13)	91257	XR_003950770.1	Gm24873	XR_003950770			Gm24873			
SRR21586220_peak_38473	chr7	74924475	74924475	+	5.82871	NA	Intergenic	Intergenic	-70665	XR_391624.1	0610006L08Rik	XR_391626			0610006L08Rik			
SRR21586220_peak_38306	chr7	58057584	58057584	+	5.82871	NA	Intergenic	Intergenic	52379	XR_003947180.1	Gm23911	XR_003947180			Gm23911			
SRR21586220_peak_38449	chr7	73007850	73007850	+	5.82871	NA	Intergenic	Intergenic	-17691	Gm5335	Gm5335	Gm5335			Gm5335			NA
SRR21586220_peak_9918	chr12	87641594	87641594	+	5.82871	NA	exon (Gm3742, exon 1 of 1)	-exon (Gm3742, exon 1 of 1)	1852	Gm3742	Gm3742	Gm3742			Gm3742			NA
SRR21586220_peak_45066	chrX	72405474	72405474	+	5.82871	NA	Intergenic	Intergenic	-18616	NM_001085506.1	Magea10	NM_001085506			Magea10			
SRR21586220_peak_22023	chr19	27073124	27073124	+	5.82871	NA	Intergenic	Intergenic	122002	XR_877793.2	Gm35438	XR_877790			Gm35438			
SRR21586220_peak_26655	chr3	45348414	45348414	+	5.82871	NA	intron (NR_045172.1, intron 4 of 8)	-intron (NR_045172.1, intron 4 of 8)	29846	NR_045172.1	2610316D01Rik	NR_045172			2610316D01Rik			
SRR21586220_peak_5167	chr10	126701386	126701386	+	5.82871	NA	Intergenic	Intergenic	9005	NR_105841.1	Mir378d	NR_105841			Mir378d			
SRR21586220_peak_32834	chr5	96032239	96032239	+	5.82871	NA	Intergenic	Intergenic	58197	Gm7993	Gm7993	Gm7993			Gm7993			NA
SRR21586220_peak_683b	chr1	47630069	47630069	+	5.82871	NA	Intergenic	Intergenic	-27558	Gm8337	Gm8337	Gm8337			Gm8337			NA
SRR21586220_peak_44770	chrX	28913647	28913647	+	5.82871	NA	Intergenic	Intergenic	41055	NM_001102678.2	Gm10096	NM_001102678			Gm10096			
SRR21586220_peak_14974	chr15	46087449	46087449	+	5.82871	NA	Intergenic	Intergenic	64355	XR_003951729.1	Gm26063	XR_003951729			Gm26063			
SRR21586220_peak_43719	chr9	88241836	88241836	+	5.82871	NA	Intergenic	Intergenic	-18051	XR_379685.2	Gm28231	XR_379685			Gm28231			
SRR21586220_peak_44766	chrX	27905874	27905874	+	5.82871	NA	Intergenic	Intergenic	41011	NM_001109969.2	Gm10058	NM_001109969			Gm10058			
SRR21586220_peak_34937	chr6	39926005	39926005	+	5.82871	NA	intron (XM_006506361.4, intron 1 of 2)	-intron (NM_001360978.1, intron 1 of 3)	54569	NM_001360978.1	Tmem178b	XM_006506361			Tmem178b			
SRR21586220_peak_36354	chr6	123793855	123793855	+	5.82871	NA	exon (Gm18608, exon 1 of 1)	-exon (Gm18608, exon 1 of 1)	145	Gm18608	Gm18608	Gm18608			Gm18608			NA
SRR21586220_peak_45522	chrX	116557618	116557618	+	5.82871	NA	Intergenic	Intergenic	-101456	Gm52471	Gm52471	Gm52471			Gm52471			NA
SRR21586220_peak_44989	chrX	59284126	59284126	+	5.82871	NA	intron (XM_006527796.4, intron 2 of 6)	-intron (NM_001290414.1, intron 2 of 6)	46013	XR_878118.2	Gm39518	XR_878118			Gm39518			
SRR21586220_peak_20302	chr18	20363478	20363478	+	5.82871	NA	Intergenic	Intergenic	-13251	NM_181682.2	Dsg1b	NM_181682			Dsg1b			
SRR21586220_peak_29014	chr4	45654627	45654627	+	5.82871	NA	Intergenic	Intergenic	14691	NR_151513.1	Gm12408	NR_151513			Gm12408			
SRR21586220_peak_345	chr1	24776764	24776764	+	5.82871	NA	Intergenic	Intergenic	97846	NM_001310483.1	Lmbrd1	XM_017322292			Lmbrd1			
SRR21586220_peak_17545	chr16	76287050	76287050	+	5.82871	NA	TTS (NM_001358238.1)	-TTS (NM_001358238.1)	-13671	XR_876165.3	Gm30569	XR_876165			Gm30569			
SRR21586220_peak_21975	chr19	23467852	23467852	+	5.82871	NA	Intergenic	Intergenic	-19355	XR_003952820.1	Mamdc2	NM_174857			Mamdc2			
SRR21586220_peak_41042	chr8	77610627	77610627	+	5.82871	NA	promoter-TSS (NM_001364445.1)	-promoter-TSS (NM_001364445.1)	26	NM_145599.4	Tmem184c	NM_001364445			Tmem184c			
SRR21586220_peak_14746	chr15	35635380	35635380	+	5.82871	NA	intron (NM_177151.4, intron 25 of 61)	-intron (NM_177151.4, intron 25 of 61)	25538	NR_035527.1	Mir599	NR_035527			Mir599			
SRR21586220_peak_38993	chr7	105350439	105350439	+	5.82871	NA	Intergenic	Intergenic	-12725	NM_147061.1	Olfr691	NM_147061			Olfr691			
SRR21586220_peak_33679	chr5	129315821	129315821	+	5.82871	NA	Intergenic	Intergenic	-7808	XR_377096.2	Gm34145	XR_377096			Gm34145			
SRR21586220_peak_3049	chr10	6417718	6417718	+	5.82871	NA	Intergenic	Intergenic	17827	Gm46187	Gm46187	Gm46187			Gm46187			NA
SRR21586220_peak_393	chr1	33256678	33256678	+	5.82871	NA	Intergenic	Intergenic	19733	Gm2987	Gm2987	Gm2987			Gm2987			NA
SRR21586220_peak_20805c	chr18	45863856	45863856	+	5.82871	NA	intron (NR_040342.1, intron 2 of 3)	-intron (NR_040342.1, intron 2 of 3)	-77151	XR_003952696.1	Gm26262	XR_003952696			Gm26262			
SRR21586220_peak_43637	chr9	79455675	79455675	+	5.82871	NA	intron (NR_045336.1, intron 1 of 2)	-intron (NR_045336.1, intron 1 of 2)	-58781	Gm35262	Gm35262	Gm35262			Gm35262			NA
SRR21586220_peak_6801	chr11	69531148	69531148	+	5.82871	NA	intron (XM_030246089.1, intron 2 of 86)	-intron (NM_001081330.1, intron 3 of 85)	1161	XM_011249075.2	Dnah2	XM_030246089			Dnah2			
SRR21586220_peak_21900b	chr19	20573667	20573667	+	5.82871	NA	intron (NM_001361505.1, intron 4 of 16)	-intron (NM_001361503.1, intron 4 of 16)	13159	Gm6684	Gm6684	Gm6684			Gm6684			NA
SRR21586220_peak_32922	chr5	103282821	103282821	+	5.82871	NA	intron (NR_040699.1, intron 3 of 6)	-intron (NR_040699.1, intron 3 of 6)	8948	Gm18702	Gm18702	Gm18702			Gm18702			NA
SRR21586220_peak_20418	chr18	28504873	28504873	+	5.82871	NA	Intergenic	Intergenic	35032	Gm34658	Gm34658	Gm34658			Gm34658			NA
SRR21586220_peak_24044	chr2	77605760	77605760	+	5.82871	NA	intron (XM_006499464.2, intron 3 of 9)	-intron (NM_001113399.1, intron 1 of 7)	15654	NM_001363039.1	Zfp385b	XM_030251112			Zfp385b			
SRR21586220_peak_24697	chr2	126808156	126808156	+	5.82871	NA	intron (XR_001783160.2, intron 27 of 39)	-intron (NM_001164325.1, intron 27 of 38)	-24696	NM_029163.3	Usp50	NM_029163			Usp50			
SRR21586220_peak_39812	chr7	144553900	144553900	+	5.82871	NA	promoter-TSS (NM_001033319.2)	-promoter-TSS (NM_001033319.2)	-138	XM_017322224.2	Ppfia1	XM_011241991			Ppfia1			
SRR21586220_peak_9335	chr12	63120007	63120007	+	5.82871	NA	Intergenic	Intergenic	-46771	Gm5185	Gm5185	Gm5185			Gm5185			NA
SRR21586220_peak_26658b	chr3	46141807	46141807	+	5.82871	NA	Intergenic	Intergenic	-148026	XR_003954811.1	Gm26081	XR_003954811			Gm26081			
SRR21586220_peak_2509	chr1	166912724	166912724	+	5.82871	NA	Intergenic	Intergenic	33691	Gm6286	Gm6286	Gm6286			Gm6286			NA
SRR21586220_peak_1250	chr1	86038585	86038585	+	5.82871	NA	Intergenic	Intergenic	-7278	NM_001144992.1	2810459M11Rik	NM_001144992			2810459M11Rik			
SRR21586220_peak_31651	chr5	13673905	13673905	+	5.82871	NA	Intergenic	Intergenic	-89711	Gm4751	Gm4751	Gm4751			Gm4751			NA
SRR21586220_peak_24536	chr2	119029266	119029266	+	5.82871	NA	intron (NM_199310.2, intron 1 of 3)	-intron (NM_199310.2, intron 1 of 3)	127	NM_199310.2	Ccdc32	XM_011239574			Ccdc32			
SRR21586220_peak_46002	chrY	29429829	29429829	+	5.82871	NA	Intergenic	Intergenic	254780	NR_164188.1_2	Gm21679	NR_164188.1_2			Gm21679			
SRR21586220_peak_35877	chr6	95365140	95365140	+	5.82871	NA	Intergenic	Intergenic	-31147	NR_033559.1	AY512915	NR_033559			AY512915			
SRR21586220_peak_11952b	chr13	92483862	92483862	+	5.82871	NA	promoter-TSS (XR_003950692.1)	-promoter-TSS (XR_003950692.1)	169	NM_001163627.1	Fam151b	NM_001163627			Fam151b			
SRR21586220_peak_8603	chr12	8351503	8351503	+	5.82871	NA	Intergenic	Intergenic	-12435	XR_381235.3	Gm33134	XR_381235			Gm33134			
SRR21586220_peak_34596	chr6	19075045	19075045	+	5.82871	NA	Intergenic	Intergenic	-44391	Gm6655	Gm6655	Gm6655			Gm6655			NA
SRR21586220_peak_14587	chr15	22690218	22690218	+	5.82871	NA	intron (XM_006520096.4, intron 1 of 11)	-intron (XM_006520094.4, intron 1 of 12)	24766	NM_001165971.1	Hnrnpa1l2-ps2	NM_001165971			Hnrnpa1l2-ps2			
SRR21586220_peak_964	chr1	63859357	63859357	+	5.82871	NA	Intergenic	Intergenic	-13725	Gm13751	Gm13751	Gm13751			Gm13751			NA
SRR21586220_peak_3503	chr10	31885902	31885902	+	5.82871	NA	intron (XR_003948726.1, intron 4 of 7)	-intron (NM_001013411.2, intron 4 of 6)	87974	Gm18189	Gm18189	Gm18189			Gm18189			NA
SRR21586220_peak_29268	chr4	59933282	59933282	+	5.82871	NA	Intergenic	Intergenic	-18226	NM_021053.4_2	Slc46a2	NM_021053			Slc46a2			
SRR21586220_peak_3145	chr10	12704490	12704490	+	5.82871	NA	intron (XM_030245067.1, intron 23 of 74)	-intron (NM_011682.4, intron 22 of 73)	-84347	XM_006512715.4	Utrn	XM_006512707			Utrn			
SRR21586220_peak_45837	chrX	156955232	156955232	+	5.82871	NA	Intergenic	Intergenic	62330	Gm15163	Gm15163	Gm15163			Gm15163			NA
SRR21586220_peak_2770	chr1	181022516	181022516	+	5.82871	NA	Intergenic	Intergenic	-4947	NM_010145.3	Ephx1	NM_010145			Ephx1			
SRR21586220_peak_38658a	chr7	83185994	83185994	+	5.82871	NA	Intergenic	Intergenic	37524	NM_177895.3	A530021J07Rik	NM_177895			A530021J07Rik			
SRR21586220_peak_17642	chr16	88104439	88104439	+	5.82871	NA	intron (XR_384930.4, intron 1 of 17)	-intron (NM_001346964.2, intron 1 of 15)	38072	XR_001781939.2	Gm46553	XR_001781939			Gm46553			
SRR21586220_peak_34705	chr6	29748578	29748578	+	5.82871	NA	intron (NM_176996.4, intron 1 of 11)	-intron (NM_176996.4, intron 1 of 11)	-1594	Gm13717	Gm13717	Gm13717			Gm13717			NA
SRR21586220_peak_34988b	chr6	45486196	45486196	+	5.82871	NA	intron (NM_001004357.2, intron 1 of 23)	-intron (NM_001004357.2, intron 1 of 23)	408833	Gm18483	Gm18483	Gm18483			Gm18483			NA
SRR21586220_peak_19073	chr17	45109613	45109613	+	5.82871	NA	intron (XM_030249447.1, intron 12 of 12)	-intron (NM_178652.3, intron 11 of 11)	-37630	XR_385593.3	Gm35097	XR_385591			Gm35097			
SRR21586220_peak_41361	chr8	91922593	91922593	+	5.82871	NA	Intergenic	Intergenic	54913	XR_003947582.1	LOC115486949	XR_003947582			LOC115486949			
SRR21586220_peak_44269	chr9	118149966	118149966	+	5.82871	NA	promoter-TSS (NR_155294.1)	-promoter-TSS (NR_155294.1)	109	XM_011242996.3	Cmc1	XM_030244530			Cmc1			
SRR21586220_peak_17446	chr16	60730910	60730910	+	5.82871	NA	Intergenic	Intergenic	-119999	XM_011245826.3	Epha6	NM_007938			Epha6			
SRR21586220_peak_8561	chr12	4477491	4477491	+	5.82871	NA	promoter-TSS (NM_010881.2)	-promoter-TSS (NM_010881.2)	-285	XM_030246597.1	Ncoa1	XM_006515007			Ncoa1			
SRR21586220_peak_27812	chr3	113647727	113647727	+	5.82871	NA	Intergenic	Intergenic	-15542	Gm17954	Gm17954	Gm17954			Gm17954			NA
SRR21586220_peak_11519a	chr13	64996501	64996501	+	5.82871	NA	Intergenic	Intergenic	-2332	Gm6888	Gm6888	Gm6888			Gm6888			NA
SRR21586220_peak_42232	chr9	10269532	10269532	+	5.82871	NA	intron (XR_003947896.1, intron 3 of 23)	-intron (NM_001033359.2, intron 3 of 20)	-97539	XM_030244355.1	Cntn5	XM_006509870			Cntn5			
SRR21586220_peak_16704	chr16	19083253	19083253	+	5.82871	NA	exon (Igl, exon 1 of 1)	-exon (Igl, exon 1 of 1)	2207	id-Iglv1	Iglv1	id-Iglv1			Iglv1			
SRR21586220_peak_24067	chr2	80315611	80315611	+	5.82871	NA	exon (NM_024181.2, exon 1 of 23)	-exon (NM_024181.2, exon 1 of 23)	145	NM_024181.2	Dnajc10	XR_001783164			Dnajc10			
SRR21586220_peak_23670	chr2	58516067	58516067	+	5.82871	NA	exon (NM_001110204.1, exon 3 of 13)	-exon (NM_001110204.1, exon 3 of 13)	22707	XM_006497622.4	Acvr1	NM_001110205			Acvr1			
SRR21586220_peak_39695	chr7	140102272	140102272	+	5.82871	NA	exon (XM_011249855.3, exon 1 of 6)	-exon (XM_011249855.3, exon 1 of 6)	134	NM_026928.4	Fuom	NM_001286217			Fuom			
SRR21586220_peak_29430	chr4	78513405	78513405	+	5.82871	NA	Intergenic	Intergenic	-80642	NR_131142.1	A430085M09Rik	NR_131142			A430085M09Rik			
SRR21586220_peak_31738	chr5	20104839	20104839	+	5.82871	NA	intron (XM_017320968.2, intron 2 of 19)	-intron (NM_001170745.1, intron 2 of 20)	9608	XR_003956104.1	Gm25761	XR_003956104			Gm25761			
SRR21586220_peak_84	chr1	7319521	7319521	+	5.82871	NA	intron (XR_865172.2, intron 2 of 2)	-intron (XR_865172.2, intron 2 of 2)	4070	Gm19002	Gm19002	Gm19002			Gm19002			NA
SRR21586220_peak_32825	chr5	94407985	94407985	+	5.82871	NA	intron (XM_017321257.1, intron 1 of 5)	-intron (XM_017321257.1, intron 1 of 5)	2548	XM_017321257.1	Pramel41	XM_017321257			Pramel41			
SRR21586220_peak_26775	chr3	56904195	56904195	+	5.82871	NA	Intergenic	Intergenic	-75354	Gm2622	Gm2622	Gm2622			Gm2622			NA
SRR21586220_peak_24069	chr2	80392290	80392290	+	5.82871	NA	intron (NR_040370.1, intron 1 of 3)	-intron (NR_040370.1, intron 1 of 3)	926	NR_040370.1	Gm13752	NR_040370			Gm13752			
SRR21586220_peak_683a	chr1	47629258	47629258	+	5.82871	NA	Intergenic	Intergenic	-28369	Gm8337	Gm8337	Gm8337			Gm8337			NA
SRR21586220_peak_35210b	chr6	58431351	58431351	+	5.82871	NA	Intergenic	Intergenic	4494	NM_134177.1	Vmn1r30	XM_017321424			Vmn1r30			
SRR21586220_peak_25381	chr2	158624942	158624942	+	5.82871	NA	promoter-TSS (NM_175419.4)	-promoter-TSS (NM_175419.4)	29	NM_175419.4	Actr5	XR_003950026			Actr5			
SRR21586220_peak_45053	chrX	70264474	70264474	+	5.82871	NA	Intergenic	Intergenic	100506	XM_006527845.4	Ids	XM_006527845			Ids			
SRR21586220_peak_2511	chr1	167046468	167046468	+	5.82871	NA	intron (XM_006496789.2, intron 1 of 2)	-intron (NM_001160261.1, intron 1 of 2)	45051	NM_175461.4	Fam78b	XM_006496789			Fam78b			
SRR21586220_peak_11087b	chr13	45507491	45507491	+	5.82871	NA	promoter-TSS (NM_025508.5)	-promoter-TSS (NM_025508.5)	47	NM_025508.5	Gmpr	XM_030247352			Gmpr			
SRR21586220_peak_40698	chr8	61671382	61671382	+	5.82871	NA	intron (XR_003947553.1, intron 2 of 2)	-intron (NM_001081390.2, intron 10 of 19)	-14159	XR_003947554.1	Gm51576	XR_003947554			Gm51576			
SRR21586220_peak_6119	chr11	34223452	34223452	+	5.82871	NA	Intergenic	Intergenic	-15363	NM_023907.4	Foxi1	NM_023907			Foxi1			
SRR21586220_peak_42867	chr9	45319039	45319039	+	5.82871	NA	promoter-TSS (NM_001013373.2)	-promoter-TSS (NM_001013373.2)	51	XM_006510132.4	Tmprss13	XM_006510132			Tmprss13			
SRR21586220_peak_11045	chr13	44182929	44182929	+	5.82871	NA	Intergenic	Intergenic	32341	XR_382285.1	Gm33684	XR_382285			Gm33684			
SRR21586220_peak_3840	chr10	52767083	52767083	+	5.82871	NA	intron (NM_178675.4, intron 1 of 7)	-intron (NM_178675.4, intron 1 of 7)	37703	XR_003948870.1	Gm36123	XR_003948870			Gm36123			
SRR21586220_peak_36011	chr6	106647170	106647170	+	5.82871	NA	intron (XM_006506198.3, intron 15 of 23)	-intron (NM_001109749.1, intron 15 of 25)	100951	XM_017321406.1	Il5ra	NM_008370			Il5ra			
SRR21586220_peak_2950	chr1	193070817	193070817	+	5.82871	NA	intron (XR_865901.3, intron 2 of 2)	-intron (XR_001779677.2, intron 2 of 3)	21802	XR_865901.3	Gm39747	XR_865901			Gm39747			
SRR21586220_peak_18657	chr17	31027176	31027176	+	5.82871	NA	Intergenic	Intergenic	-30518	NM_009593.2	Abcg1	NM_009593			Abcg1			
SRR21586220_peak_35223	chr6	58825467	58825467	+	5.82871	NA	Intergenic	Intergenic	-5988	XM_006506701.4	Herc3	XR_001785178			Herc3			
SRR21586220_peak_6009b	chr11	29332438	29332438	+	5.82871	NA	TTS (Gm12085)	-TTS (Gm12085)	1819	Gm12085	Gm12085	Gm12085			Gm12085			NA
SRR21586220_peak_1517	chr1	97865979	97865979	+	5.82871	NA	intron (XM_030252167.1, intron 14 of 25)	-intron (NM_001357127.1, intron 14 of 25)	-45124	XR_387289.3	Gm31771	XR_387289			Gm31771			
SRR21586220_peak_273a	chr1	17467239	17467239	+	5.82871	NA	Intergenic	Intergenic	-37668	Gm6075	Gm6075	Gm6075			Gm6075			NA
SRR21586220_peak_35094	chr6	50596879	50596879	+	5.82871	NA	promoter-TSS (NM_027564.3)	-promoter-TSS (NM_027564.3)	-27	XM_030255593.1	4921507P07Rik	XM_030255593			4921507P07Rik			
SRR21586220_peak_42249	chr9	11920446	11920446	+	5.82871	NA	Intergenic	Intergenic	-273879	Gm29785	Gm29785	Gm29785			Gm29785			NA
SRR21586220_peak_19448	chr17	64293033	64293033	+	5.82871	NA	intron (NM_144859.2, intron 4 of 8)	-intron (NM_001025309.1, intron 5 of 9)	18796	XR_003952346.1	Gm34858	XR_003952347			Gm34858			
SRR21586220_peak_19029	chr17	41208077	41208077	+	5.82871	NA	Intergenic	Intergenic	107063	Ldha-ps3	Ldha-ps3	Ldha-ps3			Ldha-ps3			NA
SRR21586220_peak_31024	chr4	143894586	143894586	+	5.82871	NA	TTS (XM_017320084.1)	-TTS (XM_017320084.1)	3339	XM_017320084.1	Pramel11	XM_017320084			Pramel11			
SRR21586220_peak_15008	chr15	51039139	51039139	+	5.82871	NA	Intergenic	Intergenic	-42697	XR_384083.2	Gm34446	XR_384083			Gm34446			
SRR21586220_peak_45633	chrX	135087132	135087132	+	5.82871	NA	Intergenic	Intergenic	-26796	NR_040282.1	3632454L22Rik	NR_040282			3632454L22Rik			
SRR21586220_peak_42317	chr9	15409473	15409473	+	5.82871	NA	Intergenic	Intergenic	15235	Gm2517	Gm2517	Gm2517			Gm2517			NA
SRR21586220_peak_14679	chr15	31453489	31453489	+	5.82871	NA	promoter-TSS (XR_003951491.1)	-promoter-TSS (XR_003951491.1)	-182	XR_003951491.1	Gm49208	XR_003951491			Gm49208			
SRR21586220_peak_39190	chr7	113909672	113909672	+	5.82871	NA	intron (NM_145584.2, intron 5 of 15)	-intron (NM_145584.2, intron 5 of 15)	126877	XR_003946666.1	Gm51454	XR_003946666			Gm51454			
SRR21586220_peak_23853	chr2	69646942	69646942	+	5.82871	NA	promoter-TSS (NM_001362706.1)	-promoter-TSS (NM_001362706.1)	94	XM_006500244.4	Bbs5	NM_028284			Bbs5			
SRR21586220_peak_29001	chr4	45297031	45297031	+	5.82871	NA	promoter-TSS (NM_027266.4)	-promoter-TSS (NM_027266.4)	-37	XR_001784199.1	Trmt10b	XR_001784199			Trmt10b			
SRR21586220_peak_44885b	chrX	45011739	45011739	+	5.82871	NA	Intergenic	Intergenic	-79165	NM_026841.1	Prr32	NM_026841			Prr32			
SRR21586220_peak_5734	chr11	18011141	18011141	+	5.82871	NA	Intergenic	Intergenic	11466	XR_381063.2	Gm31505	XR_381063			Gm31505			
SRR21586220_peak_22893	chr2	18392687	18392687	+	5.82871	NA	exon (NM_001190817.1, exon 1 of 13)	-exon (NM_001190817.1, exon 1 of 13)	143	NM_001190817.1	Dnajc1	XM_011238947			Dnajc1			
SRR21586220_peak_43370	chr9	66181409	66181409	+	5.82871	NA	intron (NM_010019.3, intron 2 of 11)	-intron (NM_010019.3, intron 2 of 11)	23183	NM_010019.3	Dapk2	NM_010019			Dapk2			
SRR21586220_peak_12227	chr13	107134319	107134319	+	5.82871	NA	intron (XR_001781044.2, intron 4 of 4)	-intron (XR_001781044.2, intron 4 of 4)	12678	XR_873902.1	Gm41051	XR_873902			Gm41051			
SRR21586220_peak_26047	chr3	4138216	4138216	+	5.82871	NA	Intergenic	Intergenic	-73300	Gm8775	Gm8775	Gm8775			Gm8775			NA
SRR21586220_peak_5983	chr11	27609380	27609380	+	5.82871	NA	Intergenic	Intergenic	-101063	Gm3810	Gm3810	Gm3810			Gm3810			NA
SRR21586220_peak_31598	chr5	6611240	6611240	+	5.82871	NA	Intergenic	Intergenic	138208	Gm5714	Gm5714	Gm5714			Gm5714			NA
SRR21586220_peak_27339	chr3	92694748	92694748	+	5.82871	NA	Intergenic	Intergenic	5323	Gm4202	Gm4202	Gm4202			Gm4202			NA
SRR21586220_peak_29130	chr4	54460766	54460766	+	5.82871	NA	Intergenic	Intergenic	90709	XR_390578.2	Gm34072	XR_390578			Gm34072			
SRR21586220_peak_19901	chr17	87963089	87963089	+	5.82871	NA	Intergenic	Intergenic	-11961	NM_010830.2	Msh6	NM_010830			Msh6			
SRR21586220_peak_31694	chr5	16345505	16345505	+	5.82871	NA	intron (XM_030254085.1, intron 25 of 39)	-intron (NM_001110843.1, intron 24 of 38)	25421	XM_017320631.1	Cacna2d1	NM_009784			Cacna2d1			
SRR21586220_peak_14868	chr15	38535484	38535484	+	5.82871	NA	Intergenic	Intergenic	-16190	XM_006520114.4	Azin1	NM_018745			Azin1			
SRR21586220_peak_27723	chr3	106052167	106052167	+	5.82871	NA	Intergenic	Intergenic	-8715	Gm9504	Gm9504	Gm9504			Gm9504			NA
SRR21586220_peak_11254	chr13	53461503	53461503	+	5.82871	NA	exon (XR_003950679.1, exon 1 of 2)	-exon (XR_003950679.1, exon 1 of 2)	148	XR_003950682.1	Gm33763	XR_003950681			Gm33763			
SRR21586220_peak_7351	chr11	87778551	87778551	+	5.82871	NA	exon (NM_172449.2_2, exon 22 of 32)	-exon (NM_172449.2_2, exon 22 of 32)	11941	XM_006532711.1	Tspoap1	XM_006532704			Tspoap1			
SRR21586220_peak_32585	chr5	74050998	74050998	+	5.82871	NA	exon (XR_003955934.1, exon 2 of 2)	-exon (XR_003955934.1, exon 2 of 2)	3259	XR_003955934.1	Gm52817	XR_003955934			Gm52817			
SRR21586220_peak_17455a	chr16	62786662	62786662	+	5.82871	NA	promoter-TSS (NM_178925.3)	-promoter-TSS (NM_178925.3)	54	NM_178925.3	Nsun3	XM_011245798			Nsun3			
SRR21586220_peak_12401	chr13	119661760	119661760	+	5.82871	NA	Intergenic	Intergenic	16472	XM_006517727.4	Ccl28	XM_011244684			Ccl28			
SRR21586220_peak_12650	chr14	14309497	14309497	+	5.82871	NA	Intergenic	Intergenic	-18616	NM_147027.2	Olfr31	NM_147027			Olfr31			
SRR21586220_peak_13708b	chr14	68277981	68277981	+	5.82871	NA	Intergenic	Intergenic	-110907	Gm22319	Gm22319	Gm22319			Gm22319			NA
SRR21586220_peak_29883	chr4	111720094	111720094	+	5.82871	NA	promoter-TSS (NM_026470.3)	-promoter-TSS (NM_026470.3)	84	NM_026470.3	Spata6	NM_026470			Spata6			
SRR21586220_peak_29579	chr4	89310859	89310859	+	5.82871	NA	exon (NM_007670.4, exon 1 of 2)	-exon (NM_007670.4, exon 1 of 2)	173	NM_007670.4	Cdkn2b	NM_007670			Cdkn2b			
SRR21586220_peak_37550	chr7	28227640	28227640	+	5.82871	NA	Intergenic	Intergenic	8282	Gm18672	Gm18672	Gm18672			Gm18672			NA
SRR21586220_peak_12948	chr14	28620786	28620786	+	5.82871	NA	Intergenic	Intergenic	-28927	NR_168471.1	Gm35164	NR_168471			Gm35164			
SRR21586220_peak_5620	chr11	11147765	11147765	+	5.82871	NA	intron (XR_380971.3, intron 2 of 4)	-intron (NM_177033.3, intron 2 of 3)	33749	NM_177033.3	Vwc2	XR_380970			Vwc2			
SRR21586220_peak_1132c	chr1	75169160	75169160	+	5.82871	NA	intron (NM_026846.3, intron 1 of 8)	-intron (NM_001159905.1, intron 2 of 9)	425	NM_026846.3	Zfand2b	NM_026846			Zfand2b			
SRR21586220_peak_45645	chrX	136068222	136068222	+	5.82871	NA	promoter-TSS (NM_009749.2)	-promoter-TSS (NM_009749.2)	14	NM_009749.2	Bex2	NM_009749			Bex2			
SRR21586220_peak_41784	chr8	117157999	117157999	+	5.82871	NA	promoter-TSS (NM_001081151.2)	-promoter-TSS (NM_001081151.2)	18	NM_001081151.2	Gan	NM_001081151			Gan			
SRR21586220_peak_38782	chr7	94212601	94212601	+	5.82871	NA	intron (XR_869798.1, intron 1 of 5)	-intron (XR_869797.1, intron 1 of 5)	15491	Gm5899	Gm5899	Gm5899			Gm5899			NA
SRR21586220_peak_46011a	chrY	34257912	34257912	+	5.82871	NA	Intergenic	Intergenic	-27179	XM_017318700.1	Gm21647	XM_017318700			Gm21647			
SRR21586220_peak_38364	chr7	64420875	64420875	+	5.82871	NA	Intergenic	Intergenic	28253	NM_001355124.1	Mcee	NM_028626			Mcee			
SRR21586220_peak_29577	chr4	89128325	89128325	+	5.82871	NA	promoter-TSS (NR_151607.1)	-promoter-TSS (NR_151607.1)	-99	NR_151607.1	Gm12602	NR_151607			Gm12602			
SRR21586220_peak_41992	chr8	124196910	124196910	+	5.82871	NA	exon (XR_001778714.1, exon 1 of 4)	-exon (XR_001778714.1, exon 1 of 4)	357	XR_001778715.1	Gm42054	XR_001778714			Gm42054			
